campo|business_term|spiegazione|obbligatorio|numerosità|condizionalità|offset|lunghezza
Code du rôle de l'Agent de Vendeur|EXT-FR-FE-67|CODE||0..1||<AGENT DE VENDEUR (par exemple Tiers VALIDEUR DE LA FACTURE avant émission)> <Code du rôle de l'Agent de Vendeur>|
Appellation commerciale de l'Agent de Vendeur|EXT-FR-FE-68|TEXTE||0..1||<AGENT DE VENDEUR (par exemple Tiers VALIDEUR DE LA FACTURE avant émission)> <Appellation commerciale de l'Agent de Vendeur>|
Identifiant complémentaire de l'Agent de Vendeur|EXT-FR-FE-69|IDENTIFIANT||0..n|BR-FR-CO-10 : ID privés des parties@@@@@@Lorsque les Identifiants privés des acteurs sont multiples (par exemple BT-29), ils doivent être qualifiés par un identifiant du schéma (BT-29-1), il ne peut y avoir 2 identifiants privés avec le même identifiant du schéma	BR-FR-CO-11 : ID privés des parties@@@@@@Les identifiants privés des parties permettent de fournir des identifiants spécifiques, qualifiés par l'identifiant du schema (codelist ICD). Ainsi :@@@- un SIRET (identifiant du schema = 0009)@@@- un CODE_ROUTAGE (identifiant du schema = 0224)@@@- Le SIREN de l'assujetti unique du Vendeur (identifiant du schema : 0231), uniquement en BT-29	BR-FR-09 : Cohérence SIRET SIREN@@@@@@Dans une Partie, si le SIRET est renseigné (ID Privé, 0009), Les 9 premiers chiffres du SIRET doivent correspondre au SIREN renseigné en ID légal (schemeID 0002) et le SIRET doit faire 14 chiffres|<AGENT DE VENDEUR (par exemple Tiers VALIDEUR DE LA FACTURE avant émission)> <Identifiant complémentaire de l'Agent de Vendeur>|
Type Identifiant Schema de l'Agent de Vendeur|EXT-FR-FE-70|IDENTIFIANT|X|1..1|BR-FR-CO-10 : ID privés des parties@@@@@@Lorsque les Identifiants privés des acteurs sont multiples (par exemple BT-29), ils doivent être qualifiés par un identifiant du schéma (BT-29-1), il ne peut y avoir 2 identifiants privés avec le même identifiant du schéma	BR-FR-CO-11 : ID privés des parties@@@@@@Les identifiants privés des parties permettent de fournir des identifiants spécifiques, qualifiés par l'identifiant du schema (codelist ICD). Ainsi :@@@- un SIRET (identifiant du schema = 0009)@@@- un CODE_ROUTAGE (identifiant du schema = 0224)@@@- Le SIREN de l'assujetti unique du Vendeur (identifiant du schema : 0231), uniquement en BT-29	BR-FR-09 : Cohérence SIRET SIREN@@@@@@Dans une Partie, si le SIRET est renseigné (ID Privé, 0009), Les 9 premiers chiffres du SIRET doivent correspondre au SIREN renseigné en ID légal (schemeID 0002) et le SIRET doit faire 14 chiffres|<AGENT DE VENDEUR (par exemple Tiers VALIDEUR DE LA FACTURE avant émission)> <Identifiant complémentaire de l'Agent de Vendeur> <Type Identifiant Schema de l'Agent de Vendeur>|
Numero de SIREN de l'Agent de Vendeur|EXT-FR-FE-71|IDENTIFIANT||0..1||<AGENT DE VENDEUR (par exemple Tiers VALIDEUR DE LA FACTURE avant émission)> <Numero de SIREN de l'Agent de Vendeur>|
Identifiant du schéma|EXT-FR-FE-72|IDENTIFIANT|X|1..1||<AGENT DE VENDEUR (par exemple Tiers VALIDEUR DE LA FACTURE avant émission)> <Numero de SIREN de l'Agent de Vendeur> <Identifiant du schéma>|
Identifiant à la TVA de l'Agent de Vendeur|EXT-FR-FE-73|IDENTIFIANT||0..1||<AGENT DE VENDEUR (par exemple Tiers VALIDEUR DE LA FACTURE avant émission)> <Identifiant à la TVA de l'Agent de Vendeur>|18
Scheme d'Identifiant fiscal de l'Agent de Vendeur|EXT-FR-FE-74|CODE|X|1..1||<AGENT DE VENDEUR (par exemple Tiers VALIDEUR DE LA FACTURE avant émission)> <Identifiant à la TVA de l'Agent de Vendeur> <Scheme d'Identifiant fiscal de l'Agent de Vendeur>|
Adresse électronique de l'Agent de Vendeur|EXT-FR-FE-75|IDENTIFIANT||0..1|BR-FR-23 : Adresse électronique en 0225@@@@@@Toute adresse électronique avec schemeID = 0225 est composé de caractères alphanumériques (A-Z, a-z, 0-9). Les caractères spéciaux suivants sont autorisés :@@@- tiret ("-")@@@- tiret bas (underscore : "_")@@@- pont (".")	BR-FR-25 : Adresse électronique@@@@@@Toute adresse électronique ne doit pas dépasser 125 caractères|<AGENT DE VENDEUR (par exemple Tiers VALIDEUR DE LA FACTURE avant émission)> <Adresse électronique de l'Agent de Vendeur>|125
Identifiant du schéma de l'adresse électronique de l'Agent de Vendeur|EXT-FR-FE-76|IDENTIFIANT|X|1..1|BR-FR-23 : Adresse électronique en 0225@@@@@@Toute adresse électronique avec schemeID = 0225 est composé de caractères alphanumériques (A-Z, a-z, 0-9). Les caractères spéciaux suivants sont autorisés :@@@- tiret ("-")@@@- tiret bas (underscore : "_")@@@- pont (".")	BR-FR-25 : Adresse électronique@@@@@@Toute adresse électronique ne doit pas dépasser 125 caractères|<AGENT DE VENDEUR (par exemple Tiers VALIDEUR DE LA FACTURE avant émission)> <Adresse électronique de l'Agent de Vendeur> <Identifiant du schéma de l'adresse électronique de l'Agent de Vendeur>|
ADRESSE POSTALE DE L'AGENT DE VENDEUR (DU VALIDEUR avant Déposé)|EXT-FR-FE-77|||0..1||<AGENT DE VENDEUR (par exemple Tiers VALIDEUR DE LA FACTURE avant émission)> <ADRESSE POSTALE DE L'AGENT DE VENDEUR (DU VALIDEUR avant Déposé)>|
Adresse Ligne 1 de l'Agent de Vendeur|EXT-FR-FE-78|TEXTE||0..1||<AGENT DE VENDEUR (par exemple Tiers VALIDEUR DE LA FACTURE avant émission)> <ADRESSE POSTALE DE L'AGENT DE VENDEUR (DU VALIDEUR avant Déposé)> <Adresse Ligne 1 de l'Agent de Vendeur>|
Adresse Ligne 2 de l'Agent de Vendeur|EXT-FR-FE-79|TEXTE||0..1||<AGENT DE VENDEUR (par exemple Tiers VALIDEUR DE LA FACTURE avant émission)> <ADRESSE POSTALE DE L'AGENT DE VENDEUR (DU VALIDEUR avant Déposé)> <Adresse Ligne 2 de l'Agent de Vendeur>|
Adresse Ligne 3 de l'Agent de Vendeur|EXT-FR-FE-80|TEXTE||0..1||<AGENT DE VENDEUR (par exemple Tiers VALIDEUR DE LA FACTURE avant émission)> <ADRESSE POSTALE DE L'AGENT DE VENDEUR (DU VALIDEUR avant Déposé)> <Adresse Ligne 3 de l'Agent de Vendeur>|
Code Postal de l'Agent de Vendeur|EXT-FR-FE-81|TEXTE||0..1||<AGENT DE VENDEUR (par exemple Tiers VALIDEUR DE LA FACTURE avant émission)> <ADRESSE POSTALE DE L'AGENT DE VENDEUR (DU VALIDEUR avant Déposé)> <Code Postal de l'Agent de Vendeur>|
Ville de l'Agent de Vendeur|EXT-FR-FE-82|TEXTE||0..1||<AGENT DE VENDEUR (par exemple Tiers VALIDEUR DE LA FACTURE avant émission)> <ADRESSE POSTALE DE L'AGENT DE VENDEUR (DU VALIDEUR avant Déposé)> <Ville de l'Agent de Vendeur>|
Code subdivision Pays de l'Agent de Vendeur|EXT-FR-FE-83|TEXTE||0..1||<AGENT DE VENDEUR (par exemple Tiers VALIDEUR DE LA FACTURE avant émission)> <ADRESSE POSTALE DE L'AGENT DE VENDEUR (DU VALIDEUR avant Déposé)> <Code subdivision Pays de l'Agent de Vendeur>|
Code Pays de l'Agent de Vendeur|EXT-FR-FE-84|CODE||0..1||<AGENT DE VENDEUR (par exemple Tiers VALIDEUR DE LA FACTURE avant émission)> <ADRESSE POSTALE DE L'AGENT DE VENDEUR (DU VALIDEUR avant Déposé)> <Code Pays de l'Agent de Vendeur>|
CONTACT DE L'AGENT DE VENDEUR (DU VALIDEUR avant Déposé)|EXT-FR-FE-85|||0..1||<AGENT DE VENDEUR (par exemple Tiers VALIDEUR DE LA FACTURE avant émission)> <CONTACT DE L'AGENT DE VENDEUR (DU VALIDEUR avant Déposé)>|
Nom Contact de l'Agent de Vendeur|EXT-FR-FE-86|TEXTE||0..1||<AGENT DE VENDEUR (par exemple Tiers VALIDEUR DE LA FACTURE avant émission)> <CONTACT DE L'AGENT DE VENDEUR (DU VALIDEUR avant Déposé)> <Nom Contact de l'Agent de Vendeur>|
Téléphone contact de l'Agent de Vendeur|EXT-FR-FE-87|TEXTE||0..1||<AGENT DE VENDEUR (par exemple Tiers VALIDEUR DE LA FACTURE avant émission)> <CONTACT DE L'AGENT DE VENDEUR (DU VALIDEUR avant Déposé)> <Téléphone contact de l'Agent de Vendeur>|
Email Contact de l'Agent de Vendeur|EXT-FR-FE-88|TEXTE||0..1||<AGENT DE VENDEUR (par exemple Tiers VALIDEUR DE LA FACTURE avant émission)> <CONTACT DE L'AGENT DE VENDEUR (DU VALIDEUR avant Déposé)> <Email Contact de l'Agent de Vendeur>|
ADRESSÉE À|EXT-FR-FE-BG-04|||0..1||<ADRESSÉE À>|
Raison sociale|EXT-FR-FE-89|TEXTE|X|1..1||<ADRESSÉE À> <Raison sociale>|
Code du rôle|EXT-FR-FE-90|CODE||0..1||<ADRESSÉE À> <Code du rôle>|
Appellation commerciale|EXT-FR-FE-91|TEXTE||0..1||<ADRESSÉE À> <Appellation commerciale>|
Identifiant complémentaire de l'adressée à|EXT-FR-FE-92|IDENTIFIANT||0..n|BR-FR-CO-10 : ID privés des parties@@@@@@Lorsque les Identifiants privés des acteurs sont multiples (par exemple BT-29), ils doivent être qualifiés par un identifiant du schéma (BT-29-1), il ne peut y avoir 2 identifiants privés avec le même identifiant du schéma	BR-FR-CO-11 : ID privés des parties@@@@@@Les identifiants privés des parties permettent de fournir des identifiants spécifiques, qualifiés par l'identifiant du schema (codelist ICD). Ainsi :@@@- un SIRET (identifiant du schema = 0009)@@@- un CODE_ROUTAGE (identifiant du schema = 0224)@@@- Le SIREN de l'assujetti unique du Vendeur (identifiant du schema : 0231), uniquement en BT-29	BR-FR-09 : Cohérence SIRET SIREN@@@@@@Dans une Partie, si le SIRET est renseigné (ID Privé, 0009), Les 9 premiers chiffres du SIRET doivent correspondre au SIREN renseigné en ID légal (schemeID 0002) et le SIRET doit faire 14 chiffres|<ADRESSÉE À> <Identifiant complémentaire de l'adressée à>|
Identifiant du schéma|EXT-FR-FE-92-1|IDENTIFIANT|X|1..1|BR-FR-CO-10 : ID privés des parties@@@@@@Lorsque les Identifiants privés des acteurs sont multiples (par exemple BT-29), ils doivent être qualifiés par un identifiant du schéma (BT-29-1), il ne peut y avoir 2 identifiants privés avec le même identifiant du schéma	BR-FR-CO-11 : ID privés des parties@@@@@@Les identifiants privés des parties permettent de fournir des identifiants spécifiques, qualifiés par l'identifiant du schema (codelist ICD). Ainsi :@@@- un SIRET (identifiant du schema = 0009)@@@- un CODE_ROUTAGE (identifiant du schema = 0224)@@@- Le SIREN de l'assujetti unique du Vendeur (identifiant du schema : 0231), uniquement en BT-29	BR-FR-09 : Cohérence SIRET SIREN@@@@@@Dans une Partie, si le SIRET est renseigné (ID Privé, 0009), Les 9 premiers chiffres du SIRET doivent correspondre au SIREN renseigné en ID légal (schemeID 0002) et le SIRET doit faire 14 chiffres|<ADRESSÉE À> <Identifiant complémentaire de l'adressée à> <Identifiant du schéma>|
Numéro SIREN|EXT-FR-FE-94|IDENTIFIANT||0..1||<ADRESSÉE À> <Numéro SIREN>|
Identifiant du schéma|EXT-FR-FE-95|IDENTIFIANT|X|1..1||<ADRESSÉE À> <Numéro SIREN> <Identifiant du schéma>|
Identifiant à la TVA|EXT-FR-FE-96|IDENTIFIANT||0..1||<ADRESSÉE À> <Identifiant à la TVA>|
Qualifiant d'Identifiant fiscal|EXT-FR-FE-97|CODE|X|1..1||<ADRESSÉE À> <Identifiant à la TVA> <Qualifiant d'Identifiant fiscal>|
Identifiant d'adressage|EXT-FR-FE-98|IDENTIFIANT||0..1|BR-FR-23 : Adresse électronique en 0225@@@@@@Toute adresse électronique avec schemeID = 0225 est composé de caractères alphanumériques (A-Z, a-z, 0-9). Les caractères spéciaux suivants sont autorisés :@@@- tiret ("-")@@@- tiret bas (underscore : "_")@@@- pont (".")	BR-FR-25 : Adresse électronique@@@@@@Toute adresse électronique ne doit pas dépasser 125 caractères|<ADRESSÉE À> <Identifiant d'adressage>|125
Identifiant du schéma de l'identifiant d'adressage|EXT-FR-FE-99|IDENTIFIANT|X|1..1|BR-FR-23 : Adresse électronique en 0225@@@@@@Toute adresse électronique avec schemeID = 0225 est composé de caractères alphanumériques (A-Z, a-z, 0-9). Les caractères spéciaux suivants sont autorisés :@@@- tiret ("-")@@@- tiret bas (underscore : "_")@@@- pont (".")	BR-FR-25 : Adresse électronique@@@@@@Toute adresse électronique ne doit pas dépasser 125 caractères|<ADRESSÉE À> <Identifiant d'adressage> <Identifiant du schéma de l'identifiant d'adressage>|
ADRESSE POSTALE|EXT-FR-FE-100|||0..1||<ADRESSÉE À> <ADRESSE POSTALE>|
Adresse - Ligne 1|EXT-FR-FE-101|TEXTE||0..1||<ADRESSÉE À> <ADRESSE POSTALE> <Adresse - Ligne 1>|
Adresse - Ligne 2|EXT-FR-FE-102|TEXTE||0..1||<ADRESSÉE À> <ADRESSE POSTALE> <Adresse - Ligne 2>|
Adresse - Ligne 3|EXT-FR-FE-103|TEXTE||0..1||<ADRESSÉE À> <ADRESSE POSTALE> <Adresse - Ligne 3>|
Localité|EXT-FR-FE-104|TEXTE||0..1||<ADRESSÉE À> <ADRESSE POSTALE> <Localité>|
Code postal|EXT-FR-FE-105|TEXTE||0..1||<ADRESSÉE À> <ADRESSE POSTALE> <Code postal>|
Code subdivision Pays|EXT-FR-FE-106|TEXTE||0..1||<ADRESSÉE À> <ADRESSE POSTALE> <Code subdivision Pays>|
Code de pays|EXT-FR-FE-107|CODE|X|1..1||<ADRESSÉE À> <ADRESSE POSTALE> <Code de pays>|
CONTACT|EXT-FR-FE-108|||0..1||<ADRESSÉE À> <CONTACT>|
Point de contact|EXT-FR-FE-109|TEXTE||0..1||<ADRESSÉE À> <CONTACT> <Point de contact>|
Numéro de téléphone du contact|EXT-FR-FE-110|TEXTE||0..1||<ADRESSÉE À> <CONTACT> <Numéro de téléphone du contact>|
Adresse électronique du contact|EXT-FR-FE-111|TEXTE||0..1||<ADRESSÉE À> <CONTACT> <Adresse électronique du contact>|
TIERS FACTURANT (service facturier)|EXT-FR-FE-BG-05|||0..1||<TIERS FACTURANT (service facturier)>|
Raison sociale du Facturant (Service Facturier) |EXT-FR-FE-112|TEXTE|X|1..1||<TIERS FACTURANT (service facturier)> <Raison sociale du Facturant (Service Facturier) >|
Code du rôle du Facturant (Service Facturier) |EXT-FR-FE-113|CODE||0..1||<TIERS FACTURANT (service facturier)> <Code du rôle du Facturant (Service Facturier) >|
Appellation commerciale du Facturant (Service Facturier)|EXT-FR-FE-114|TEXTE||0..1||<TIERS FACTURANT (service facturier)> <Appellation commerciale du Facturant (Service Facturier)>|
Identifiant complémentaire du facturant (Service Facturier)|EXT-FR-FE-115|IDENTIFIANT||0..n|BR-FR-CO-10 : ID privés des parties@@@@@@Lorsque les Identifiants privés des acteurs sont multiples (par exemple BT-29), ils doivent être qualifiés par un identifiant du schéma (BT-29-1), il ne peut y avoir 2 identifiants privés avec le même identifiant du schéma	BR-FR-CO-11 : ID privés des parties@@@@@@Les identifiants privés des parties permettent de fournir des identifiants spécifiques, qualifiés par l'identifiant du schema (codelist ICD). Ainsi :@@@- un SIRET (identifiant du schema = 0009)@@@- un CODE_ROUTAGE (identifiant du schema = 0224)@@@- Le SIREN de l'assujetti unique du Vendeur (identifiant du schema : 0231), uniquement en BT-29	BR-FR-09 : Cohérence SIRET SIREN@@@@@@Dans une Partie, si le SIRET est renseigné (ID Privé, 0009), Les 9 premiers chiffres du SIRET doivent correspondre au SIREN renseigné en ID légal (schemeID 0002) et le SIRET doit faire 14 chiffres|<TIERS FACTURANT (service facturier)> <Identifiant complémentaire du facturant (Service Facturier)>|
Identifiant du schéma|EXT-FR-FE-116|IDENTIFIANT|X|1..1|BR-FR-CO-10 : ID privés des parties@@@@@@Lorsque les Identifiants privés des acteurs sont multiples (par exemple BT-29), ils doivent être qualifiés par un identifiant du schéma (BT-29-1), il ne peut y avoir 2 identifiants privés avec le même identifiant du schéma	BR-FR-CO-11 : ID privés des parties@@@@@@Les identifiants privés des parties permettent de fournir des identifiants spécifiques, qualifiés par l'identifiant du schema (codelist ICD). Ainsi :@@@- un SIRET (identifiant du schema = 0009)@@@- un CODE_ROUTAGE (identifiant du schema = 0224)@@@- Le SIREN de l'assujetti unique du Vendeur (identifiant du schema : 0231), uniquement en BT-29	BR-FR-09 : Cohérence SIRET SIREN@@@@@@Dans une Partie, si le SIRET est renseigné (ID Privé, 0009), Les 9 premiers chiffres du SIRET doivent correspondre au SIREN renseigné en ID légal (schemeID 0002) et le SIRET doit faire 14 chiffres|<TIERS FACTURANT (service facturier)> <Identifiant complémentaire du facturant (Service Facturier)> <Identifiant du schéma>|
Numero SIREN du  Facturant (Service Facturier)|EXT-FR-FE-117|IDENTIFIANT||0..1||<TIERS FACTURANT (service facturier)> <Numero SIREN du  Facturant (Service Facturier)>|
Identifiant du schéma|EXT-FR-FE-118|IDENTIFIANT|X|1..1||<TIERS FACTURANT (service facturier)> <Numero SIREN du  Facturant (Service Facturier)> <Identifiant du schéma>|
Identifiant à la TVA du  Facturant (Service Facturier)|EXT-FR-FE-119|IDENTIFIANT||0..1||<TIERS FACTURANT (service facturier)> <Identifiant à la TVA du  Facturant (Service Facturier)>|
Identifiant à la TVA du  Facturant (Service Facturier)|EXT-FR-FE-120|CODE|X|1..1||<TIERS FACTURANT (service facturier)> <Identifiant à la TVA du  Facturant (Service Facturier)> <Identifiant à la TVA du  Facturant (Service Facturier)>|
Adresse électronique du  Facturant (Service Facturier) (adresse de facturation)|EXT-FR-FE-121|IDENTIFIANT||0..1|BR-FR-23 : Adresse électronique en 0225@@@@@@Toute adresse électronique avec schemeID = 0225 est composé de caractères alphanumériques (A-Z, a-z, 0-9). Les caractères spéciaux suivants sont autorisés :@@@- tiret ("-")@@@- tiret bas (underscore : "_")@@@- pont (".")	BR-FR-25 : Adresse électronique@@@@@@Toute adresse électronique ne doit pas dépasser 125 caractères|<TIERS FACTURANT (service facturier)> <Adresse électronique du  Facturant (Service Facturier) (adresse de facturation)>|125
Identifiant du schéma de l'adresse électronique du  Facturant (Service Facturier)|EXT-FR-FE-122|IDENTIFIANT|X|1..1|BR-FR-23 : Adresse électronique en 0225@@@@@@Toute adresse électronique avec schemeID = 0225 est composé de caractères alphanumériques (A-Z, a-z, 0-9). Les caractères spéciaux suivants sont autorisés :@@@- tiret ("-")@@@- tiret bas (underscore : "_")@@@- pont (".")	BR-FR-25 : Adresse électronique@@@@@@Toute adresse électronique ne doit pas dépasser 125 caractères|<TIERS FACTURANT (service facturier)> <Adresse électronique du  Facturant (Service Facturier) (adresse de facturation)> <Identifiant du schéma de l'adresse électronique du  Facturant (Service Facturier)>|
ADRESSE POSTALE DU FACTURANT (SERVICE FACTURIER)|EXT-FR-FE-123|||0..1||<TIERS FACTURANT (service facturier)> <ADRESSE POSTALE DU FACTURANT (SERVICE FACTURIER)>|
Adresse du Facturant (Service Facturier)  - Ligne 1|EXT-FR-FE-124|TEXTE||0..1||<TIERS FACTURANT (service facturier)> <ADRESSE POSTALE DU FACTURANT (SERVICE FACTURIER)> <Adresse du Facturant (Service Facturier)  - Ligne 1>|
Adresse du Facturant (Service Facturier) - Ligne 2|EXT-FR-FE-125|TEXTE||0..1||<TIERS FACTURANT (service facturier)> <ADRESSE POSTALE DU FACTURANT (SERVICE FACTURIER)> <Adresse du Facturant (Service Facturier) - Ligne 2>|
Adresse du Facturant (Service Facturier) - Ligne 3|EXT-FR-FE-126|TEXTE||0..1||<TIERS FACTURANT (service facturier)> <ADRESSE POSTALE DU FACTURANT (SERVICE FACTURIER)> <Adresse du Facturant (Service Facturier) - Ligne 3>|
Localité du Facturant (Service Facturier)|EXT-FR-FE-127|TEXTE||0..1||<TIERS FACTURANT (service facturier)> <ADRESSE POSTALE DU FACTURANT (SERVICE FACTURIER)> <Localité du Facturant (Service Facturier)>|
Code postal du Facturant (Service Facturier)|EXT-FR-FE-128|TEXTE||0..1||<TIERS FACTURANT (service facturier)> <ADRESSE POSTALE DU FACTURANT (SERVICE FACTURIER)> <Code postal du Facturant (Service Facturier)>|
Code subdivision Pays du Facturant (Service Facturier)|EXT-FR-FE-129|TEXTE||0..1||<TIERS FACTURANT (service facturier)> <ADRESSE POSTALE DU FACTURANT (SERVICE FACTURIER)> <Code subdivision Pays du Facturant (Service Facturier)>|
Code de pays du Facturant (Service Facturier)|EXT-FR-FE-130|CODE|X|1..1||<TIERS FACTURANT (service facturier)> <ADRESSE POSTALE DU FACTURANT (SERVICE FACTURIER)> <Code de pays du Facturant (Service Facturier)>|
CONTACT DU FACTURANT (SERVICE FACTURIER)|EXT-FR-FE-131|||0..1||<TIERS FACTURANT (service facturier)> <CONTACT DU FACTURANT (SERVICE FACTURIER)>|
Point de contact du Facturant (Service Facturier)|EXT-FR-FE-132|TEXTE||0..1||<TIERS FACTURANT (service facturier)> <CONTACT DU FACTURANT (SERVICE FACTURIER)> <Point de contact du Facturant (Service Facturier)>|
Numéro de téléphone du contact du Facturant (Service Facturier)|EXT-FR-FE-133|TEXTE||0..1||<TIERS FACTURANT (service facturier)> <CONTACT DU FACTURANT (SERVICE FACTURIER)> <Numéro de téléphone du contact du Facturant (Service Facturier)>|
Adresse électronique du contact du Facturant (Service Facturier)|EXT-FR-FE-134|TEXTE||0..1||<TIERS FACTURANT (service facturier)> <CONTACT DU FACTURANT (SERVICE FACTURIER)> <Adresse électronique du contact du Facturant (Service Facturier)>|
REPRÉSENTANT FISCAL DU VENDEUR|BG-11|||0..1|BR-FR-CO-15 : Assujetti Unique Vendeur@@@@@@S'il existe une occurrence de BT-29 avec un schéma d'identification BT-29-1 = 0231, alors le Vendeur est Membre d'un Assujetti Unique (AU) et le Bloc du Représentant fiscal du Vendeur (BG-11) DOIT être présent et contient les informations de l'Assujetti Unique (et en particulier son n° de TVA en BT-63)|<REPRÉSENTANT FISCAL DU VENDEUR>|
Nom du représentant fiscal du vendeur|BT-62|TEXTE|X|1..1||<REPRÉSENTANT FISCAL DU VENDEUR> <Nom du représentant fiscal du vendeur>|
Identifiant à la TVA du représentant fiscal du vendeur|BT-63|IDENTIFIANT|X|1..1||<REPRÉSENTANT FISCAL DU VENDEUR> <Identifiant à la TVA du représentant fiscal du vendeur>|18;18
Identifiant du schéma de l'identifiant TVA du représentant fiscal |BT-63-1|CODE|X|1..1||<REPRÉSENTANT FISCAL DU VENDEUR> <Identifiant à la TVA du représentant fiscal du vendeur> <Identifiant du schéma de l'identifiant TVA du représentant fiscal >|3
ADRESSE POSTALE DU REPRÉSENTANT FISCAL DU VENDEUR|BG-12||X|1..1||<REPRÉSENTANT FISCAL DU VENDEUR> <ADRESSE POSTALE DU REPRÉSENTANT FISCAL DU VENDEUR>|
Adresse du représentant fiscal - Ligne 1|BT-64|TEXTE||0..1||<REPRÉSENTANT FISCAL DU VENDEUR> <ADRESSE POSTALE DU REPRÉSENTANT FISCAL DU VENDEUR> <Adresse du représentant fiscal - Ligne 1>|
Adresse du représentant fiscal - Ligne 2|BT-65|TEXTE||0..1||<REPRÉSENTANT FISCAL DU VENDEUR> <ADRESSE POSTALE DU REPRÉSENTANT FISCAL DU VENDEUR> <Adresse du représentant fiscal - Ligne 2>|
Adresse du représentant fiscal - Ligne 3|BT-164|TEXTE||0..1||<REPRÉSENTANT FISCAL DU VENDEUR> <ADRESSE POSTALE DU REPRÉSENTANT FISCAL DU VENDEUR> <Adresse du représentant fiscal - Ligne 3>|
Localité du représentant fiscal|BT-66|TEXTE||0..1||<REPRÉSENTANT FISCAL DU VENDEUR> <ADRESSE POSTALE DU REPRÉSENTANT FISCAL DU VENDEUR> <Localité du représentant fiscal>|
Code postal du représentant fiscal|BT-67|TEXTE||0..1||<REPRÉSENTANT FISCAL DU VENDEUR> <ADRESSE POSTALE DU REPRÉSENTANT FISCAL DU VENDEUR> <Code postal du représentant fiscal>|
Subdivision du pays du représentant fiscal|BT-68|TEXTE||0..1||<REPRÉSENTANT FISCAL DU VENDEUR> <ADRESSE POSTALE DU REPRÉSENTANT FISCAL DU VENDEUR> <Subdivision du pays du représentant fiscal>|
Code de pays du représentant fiscal|BT-69|CODE|X|1..1||<REPRÉSENTANT FISCAL DU VENDEUR> <ADRESSE POSTALE DU REPRÉSENTANT FISCAL DU VENDEUR> <Code de pays du représentant fiscal>|
INFORMATIONS DE LIVRAISON|BG-13|||0..1||<INFORMATIONS DE LIVRAISON>|
Livré à|BT-70|TEXTE||0..1||<INFORMATIONS DE LIVRAISON> <Livré à>|
Identifiant de l'établissement de livraison|BT-71|IDENTIFIANT||0..n||<INFORMATIONS DE LIVRAISON> <Identifiant de l'établissement de livraison>|
Identifiant du schéma de l'établissement de livraison|BT-71-1|IDENTIFIANT||0..1||<INFORMATIONS DE LIVRAISON> <Identifiant de l'établissement de livraison> <Identifiant du schéma de l'établissement de livraison>|
Date effective de livraison|BT-72|DATE||0..1|BR-FR-03 : Date entre 2000 et 2099@@@@@@L'année d'une date DOIT ETRE comprise entre 2000 et 2099	BR-FR-MAP-23 : Format Date@@@@@@Dans le flux 10.0, les dates sont au format AAAMMJJ@@@DONC, pour les flux 2, 8, et 9 sous syntaxe UBL, il faut supprimer les "-"@@@EXEMPLE : 2025-02-12 devient 20250212|<INFORMATIONS DE LIVRAISON> <Date effective de livraison>|ISO
PERIODE DE FACTURATION|BG-14|||0..1||<PERIODE DE FACTURATION>|
Date de début de période de facturation|BT-73|DATE||0..1|BR-FR-03 : Date entre 2000 et 2099@@@@@@L'année d'une date DOIT ETRE comprise entre 2000 et 2099	BR-FR-MAP-23 : Format Date@@@@@@Dans le flux 10.0, les dates sont au format AAAMMJJ@@@DONC, pour les flux 2, 8, et 9 sous syntaxe UBL, il faut supprimer les "-"@@@EXEMPLE : 2025-02-12 devient 20250212|<PERIODE DE FACTURATION> <Date de début de période de facturation>|ISO
Date de fin de période de facturation|BT-74|DATE||0..1|BR-FR-03 : Date entre 2000 et 2099@@@@@@L'année d'une date DOIT ETRE comprise entre 2000 et 2099	BR-FR-MAP-23 : Format Date@@@@@@Dans le flux 10.0, les dates sont au format AAAMMJJ@@@DONC, pour les flux 2, 8, et 9 sous syntaxe UBL, il faut supprimer les "-"@@@EXEMPLE : 2025-02-12 devient 20250212|<PERIODE DE FACTURATION> <Date de fin de période de facturation>|ISO
ADRESSE DE LIVRAISON|BG-15|||0..1|BR-FR-MAP-10 : Adresse de Livraison@@@@@@Si BT-80 est présent, il y a une Adresse de Livraison et il faut renseigner tous les champs présents du groupe Adresse de Livraison (BG-15) en flux 1 ou 10.1, et en cas d'absence de la Ligne 1 (BT-75), du Code postal (BT-78) ou Localité (BT-77), fournir la donnée "-" à la place.	BR-FR-MAP-13 : Donnée Flux 1, 10.1 CIBLE@@@@@@Cette donnée n'est pas exigée au DEMARRAGE de la réforme dans les flux 1 et 10.1, mais en CIBLE (01/09/2027)|<ADRESSE DE LIVRAISON>|
