campo,business_term,spiegazione,obbligatorio,numerosità,condizionalità,calcolo,offset,lunghezza,xmlpath,level,segment_group,msg_pos,segment,segment_name,segment_status,segment_max_rep,component_pos,component_type,component,component_name,component_m_c,component_format,element_repr,element_name,code_list
NAD.C082,NAD::C082 PARTY IDENTIFICATION DETAILS,Composite used in segment NAD (Name and address).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG34/NAD/C082,DETAIL,SG34,1360,NAD,Name and address,M,1,020,COMPOSITE,C082,PARTY IDENTIFICATION DETAILS,C,,,,
NAD.C058,NAD::C058 NAME AND ADDRESS,Composite used in segment NAD (Name and address).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG34/NAD/C058,DETAIL,SG34,1360,NAD,Name and address,M,1,030,COMPOSITE,C058,NAME AND ADDRESS,C,,,,
NAD.C080,NAD::C080 PARTY NAME,Composite used in segment NAD (Name and address).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG34/NAD/C080,DETAIL,SG34,1360,NAD,Name and address,M,1,040,COMPOSITE,C080,PARTY NAME,C,,,,
NAD.C059,NAD::C059 STREET,Composite used in segment NAD (Name and address).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG34/NAD/C059,DETAIL,SG34,1360,NAD,Name and address,M,1,050,COMPOSITE,C059,STREET,C,,,,
NAD.3164,City name,CITY NAME (in segment NAD Name and address).,NO,1,,,,an..35,/EDIFACT/INVOIC/DETAIL/SG34/NAD/3164,DETAIL,SG34,1360,NAD,Name and address,M,1,060,ELEMENT,3164,CITY NAME,C,an..35,an..35,City name,
NAD.3229,Country sub-entity identification,COUNTRY SUB-ENTITY IDENTIFICATION (in segment NAD Name and address).,NO,1,,,,an..9,/EDIFACT/INVOIC/DETAIL/SG34/NAD/3229,DETAIL,SG34,1360,NAD,Name and address,M,1,070,ELEMENT,3229,COUNTRY SUB-ENTITY IDENTIFICATION,C,an..9,an..9,Country sub-entity identification,
NAD.3251,Postcode identification,POSTCODE IDENTIFICATION (in segment NAD Name and address).,NO,1,,,,an..9,/EDIFACT/INVOIC/DETAIL/SG34/NAD/3251,DETAIL,SG34,1360,NAD,Name and address,M,1,080,ELEMENT,3251,POSTCODE IDENTIFICATION,C,an..9,an..9,Postcode identification,
NAD.3207,"Country, coded","COUNTRY, CODED (in segment NAD Name and address).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG34/NAD/3207,DETAIL,SG34,1360,NAD,Name and address,M,1,090,ELEMENT,3207,"COUNTRY, CODED",C,an..3,an..3,"Country, coded",
LOC.3227,Place/location qualifier,PLACE/LOCATION QUALIFIER (in segment LOC Place/location identification).,SI,5,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG34/LOC/3227,DETAIL,SG34,1370,LOC,Place/location identification,C,5,010,ELEMENT,3227,PLACE/LOCATION QUALIFIER,M,an..3,an..3,Place/location qualifier,ZZZ=Mutually defined | DO=Domestic | DR=Domestic with regulatory information required | EA=Economic area | IN=International | IR=International with regulatory information required
LOC.C517,LOC::C517 LOCATION IDENTIFICATION,Composite used in segment LOC (Place/location identification).,NO,5,,,,,/EDIFACT/INVOIC/DETAIL/SG34/LOC/C517,DETAIL,SG34,1370,LOC,Place/location identification,C,5,020,COMPOSITE,C517,LOCATION IDENTIFICATION,C,,,,
LOC.C519,LOC::C519 RELATED LOCATION ONE IDENTIFICATION,Composite used in segment LOC (Place/location identification).,NO,5,,,,,/EDIFACT/INVOIC/DETAIL/SG34/LOC/C519,DETAIL,SG34,1370,LOC,Place/location identification,C,5,030,COMPOSITE,C519,RELATED LOCATION ONE IDENTIFICATION,C,,,,
LOC.C553,LOC::C553 RELATED LOCATION TWO IDENTIFICATION,Composite used in segment LOC (Place/location identification).,NO,5,,,,,/EDIFACT/INVOIC/DETAIL/SG34/LOC/C553,DETAIL,SG34,1370,LOC,Place/location identification,C,5,040,COMPOSITE,C553,RELATED LOCATION TWO IDENTIFICATION,C,,,,
LOC.5479,"Relation, coded","RELATION, CODED (in segment LOC Place/location identification).",NO,5,,,,n..10,/EDIFACT/INVOIC/DETAIL/SG34/LOC/5479,DETAIL,SG34,1370,LOC,Place/location identification,C,5,050,ELEMENT,5479,"RELATION, CODED",C,an..3,n..10,"Relation, coded",
RFF.C506,RFF::C506 REFERENCE,Composite used in segment RFF (Reference).,SI,1,,,,,/EDIFACT/INVOIC/DETAIL/SG35/RFF/C506,DETAIL,SG35,1390,RFF,Reference,M,1,010,COMPOSITE,C506,REFERENCE,M,,,,
DTM.C507,DTM::C507 DATE/TIME/PERIOD,Composite used in segment DTM (Date/time/period).,SI,5,,,,,/EDIFACT/INVOIC/DETAIL/SG35/DTM/C507,DETAIL,SG35,1400,DTM,Date/time/period,C,5,010,COMPOSITE,C507,DATE/TIME/PERIOD,M,,,,
DOC.C002,DOC::C002 DOCUMENT/MESSAGE NAME,Composite used in segment DOC (Document/message details).,SI,1,,,,,/EDIFACT/INVOIC/DETAIL/SG36/DOC/C002,DETAIL,SG36,1420,DOC,Document/message details,M,1,010,COMPOSITE,C002,DOCUMENT/MESSAGE NAME,M,,,,
DOC.C503,DOC::C503 DOCUMENT/MESSAGE DETAILS,Composite used in segment DOC (Document/message details).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG36/DOC/C503,DETAIL,SG36,1420,DOC,Document/message details,M,1,020,COMPOSITE,C503,DOCUMENT/MESSAGE DETAILS,C,,,,
DOC.3153,"Communication channel identifier, coded","COMMUNICATION CHANNEL IDENTIFIER, CODED (in segment DOC Document/message details).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG36/DOC/3153,DETAIL,SG36,1420,DOC,Document/message details,M,1,030,ELEMENT,3153,"COMMUNICATION CHANNEL IDENTIFIER, CODED",C,an..3,an..3,"Communication channel identifier, coded",
DOC.1220,Number of copies of document required,NUMBER OF COPIES OF DOCUMENT REQUIRED (in segment DOC Document/message details).,NO,1,,,,n..2,/EDIFACT/INVOIC/DETAIL/SG36/DOC/1220,DETAIL,SG36,1420,DOC,Document/message details,M,1,040,ELEMENT,1220,NUMBER OF COPIES OF DOCUMENT REQUIRED,C,n..2,n..2,Number of copies of document required,
DOC.1218,Number of originals of document required,NUMBER OF ORIGINALS OF DOCUMENT REQUIRED (in segment DOC Document/message details).,NO,1,,,,n..2,/EDIFACT/INVOIC/DETAIL/SG36/DOC/1218,DETAIL,SG36,1420,DOC,Document/message details,M,1,050,ELEMENT,1218,NUMBER OF ORIGINALS OF DOCUMENT REQUIRED,C,n..2,n..2,Number of originals of document required,
DTM.C507,DTM::C507 DATE/TIME/PERIOD,Composite used in segment DTM (Date/time/period).,SI,5,,,,,/EDIFACT/INVOIC/DETAIL/SG36/DTM/C507,DETAIL,SG36,1430,DTM,Date/time/period,C,5,010,COMPOSITE,C507,DATE/TIME/PERIOD,M,,,,
CTA.3139,"Contact function, coded","CONTACT FUNCTION, CODED (in segment CTA Contact information).",NO,1,,,,an..512,/EDIFACT/INVOIC/DETAIL/SG37/CTA/3139,DETAIL,SG37,1450,CTA,Contact information,M,1,010,ELEMENT,3139,"CONTACT FUNCTION, CODED",C,an..3,an..512,"Contact function, coded",
CTA.C056,CTA::C056 DEPARTMENT OR EMPLOYEE DETAILS,Composite used in segment CTA (Contact information).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG37/CTA/C056,DETAIL,SG37,1450,CTA,Contact information,M,1,020,COMPOSITE,C056,DEPARTMENT OR EMPLOYEE DETAILS,C,,,,
COM.C076,COM::C076 COMMUNICATION CONTACT,Composite used in segment COM (Communication contact).,SI,5,,,,,/EDIFACT/INVOIC/DETAIL/SG37/COM/C076,DETAIL,SG37,1460,COM,Communication contact,C,5,010,COMPOSITE,C076,COMMUNICATION CONTACT,M,,,,
ALC.5463,Allowance or charge qualifier,ALLOWANCE OR CHARGE QUALIFIER (in segment ALC Allowance or charge).,SI,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG38/ALC/5463,DETAIL,SG38,1480,ALC,Allowance or charge,M,1,010,ELEMENT,5463,ALLOWANCE OR CHARGE QUALIFIER,M,an..3,an..3,Allowance or charge qualifier,
ALC.C552,ALC::C552 ALLOWANCE/CHARGE INFORMATION,Composite used in segment ALC (Allowance or charge).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG38/ALC/C552,DETAIL,SG38,1480,ALC,Allowance or charge,M,1,020,COMPOSITE,C552,ALLOWANCE/CHARGE INFORMATION,C,,,,
ALC.4471,"Settlement, coded","SETTLEMENT, CODED (in segment ALC Allowance or charge).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG38/ALC/4471,DETAIL,SG38,1480,ALC,Allowance or charge,M,1,030,ELEMENT,4471,"SETTLEMENT, CODED",C,an..3,an..3,"Settlement, coded",
ALC.1227,"Calculation sequence indicator, coded","CALCULATION SEQUENCE INDICATOR, CODED (in segment ALC Allowance or charge).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG38/ALC/1227,DETAIL,SG38,1480,ALC,Allowance or charge,M,1,040,ELEMENT,1227,"CALCULATION SEQUENCE INDICATOR, CODED",C,an..3,an..3,"Calculation sequence indicator, coded",
ALC.C214,ALC::C214 SPECIAL SERVICES IDENTIFICATION,Composite used in segment ALC (Allowance or charge).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG38/ALC/C214,DETAIL,SG38,1480,ALC,Allowance or charge,M,1,050,COMPOSITE,C214,SPECIAL SERVICES IDENTIFICATION,C,,,,
ALI.3239,"Country of origin, coded","COUNTRY OF ORIGIN, CODED (in segment ALI Additional information).",NO,5,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG38/ALI/3239,DETAIL,SG38,1490,ALI,Additional information,C,5,010,ELEMENT,3239,"COUNTRY OF ORIGIN, CODED",C,an..3,an..3,"Country of origin, coded",
ALI.9213,"Type of duty regime, coded","TYPE OF DUTY REGIME, CODED (in segment ALI Additional information).",NO,5,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG38/ALI/9213,DETAIL,SG38,1490,ALI,Additional information,C,5,020,ELEMENT,9213,"TYPE OF DUTY REGIME, CODED",C,an..3,an..3,"Type of duty regime, coded",
ALI.4183,"Special conditions, coded","SPECIAL CONDITIONS, CODED (in segment ALI Additional information).",NO,5,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG38/ALI/4183,DETAIL,SG38,1490,ALI,Additional information,C,5,030,ELEMENT,4183,"SPECIAL CONDITIONS, CODED",C,an..3,an..3,"Special conditions, coded","A=Account | CA=Advance collect | CC=Collect | CF=Collect, freight credited to payment customer | DF=Defined by buyer and seller | FO=FOB port of call | IC=Information copy, no payment due | MX=Mixed | NC=Service freight, no charge | NS=Not specified | PA=Advance prepaid | PB=Customer pick-up/backhaul | PC=Prepaid but charged to customer | PE=Payable elsewhere | PO=Prepaid only | PP=Prepaid (by seller) | PU=Pickup | RC=Return container freight paid by customer | RF=Return container freight free | RS=Return container freight paid by supplier | TP=Third party pay | WC=Weight condition | ZZZ=Mutually defined"
ALI.4183,"Special conditions, coded","SPECIAL CONDITIONS, CODED (in segment ALI Additional information).",NO,5,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG38/ALI/4183,DETAIL,SG38,1490,ALI,Additional information,C,5,040,ELEMENT,4183,"SPECIAL CONDITIONS, CODED",C,an..3,an..3,"Special conditions, coded","A=Account | CA=Advance collect | CC=Collect | CF=Collect, freight credited to payment customer | DF=Defined by buyer and seller | FO=FOB port of call | IC=Information copy, no payment due | MX=Mixed | NC=Service freight, no charge | NS=Not specified | PA=Advance prepaid | PB=Customer pick-up/backhaul | PC=Prepaid but charged to customer | PE=Payable elsewhere | PO=Prepaid only | PP=Prepaid (by seller) | PU=Pickup | RC=Return container freight paid by customer | RF=Return container freight free | RS=Return container freight paid by supplier | TP=Third party pay | WC=Weight condition | ZZZ=Mutually defined"
ALI.4183,"Special conditions, coded","SPECIAL CONDITIONS, CODED (in segment ALI Additional information).",NO,5,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG38/ALI/4183,DETAIL,SG38,1490,ALI,Additional information,C,5,050,ELEMENT,4183,"SPECIAL CONDITIONS, CODED",C,an..3,an..3,"Special conditions, coded","A=Account | CA=Advance collect | CC=Collect | CF=Collect, freight credited to payment customer | DF=Defined by buyer and seller | FO=FOB port of call | IC=Information copy, no payment due | MX=Mixed | NC=Service freight, no charge | NS=Not specified | PA=Advance prepaid | PB=Customer pick-up/backhaul | PC=Prepaid but charged to customer | PE=Payable elsewhere | PO=Prepaid only | PP=Prepaid (by seller) | PU=Pickup | RC=Return container freight paid by customer | RF=Return container freight free | RS=Return container freight paid by supplier | TP=Third party pay | WC=Weight condition | ZZZ=Mutually defined"
ALI.4183,"Special conditions, coded","SPECIAL CONDITIONS, CODED (in segment ALI Additional information).",NO,5,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG38/ALI/4183,DETAIL,SG38,1490,ALI,Additional information,C,5,060,ELEMENT,4183,"SPECIAL CONDITIONS, CODED",C,an..3,an..3,"Special conditions, coded","A=Account | CA=Advance collect | CC=Collect | CF=Collect, freight credited to payment customer | DF=Defined by buyer and seller | FO=FOB port of call | IC=Information copy, no payment due | MX=Mixed | NC=Service freight, no charge | NS=Not specified | PA=Advance prepaid | PB=Customer pick-up/backhaul | PC=Prepaid but charged to customer | PE=Payable elsewhere | PO=Prepaid only | PP=Prepaid (by seller) | PU=Pickup | RC=Return container freight paid by customer | RF=Return container freight free | RS=Return container freight paid by supplier | TP=Third party pay | WC=Weight condition | ZZZ=Mutually defined"
ALI.4183,"Special conditions, coded","SPECIAL CONDITIONS, CODED (in segment ALI Additional information).",NO,5,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG38/ALI/4183,DETAIL,SG38,1490,ALI,Additional information,C,5,070,ELEMENT,4183,"SPECIAL CONDITIONS, CODED",C,an..3,an..3,"Special conditions, coded","A=Account | CA=Advance collect | CC=Collect | CF=Collect, freight credited to payment customer | DF=Defined by buyer and seller | FO=FOB port of call | IC=Information copy, no payment due | MX=Mixed | NC=Service freight, no charge | NS=Not specified | PA=Advance prepaid | PB=Customer pick-up/backhaul | PC=Prepaid but charged to customer | PE=Payable elsewhere | PO=Prepaid only | PP=Prepaid (by seller) | PU=Pickup | RC=Return container freight paid by customer | RF=Return container freight free | RS=Return container freight paid by supplier | TP=Third party pay | WC=Weight condition | ZZZ=Mutually defined"
DTM.C507,DTM::C507 DATE/TIME/PERIOD,Composite used in segment DTM (Date/time/period).,SI,5,,,,,/EDIFACT/INVOIC/DETAIL/SG38/DTM/C507,DETAIL,SG38,1500,DTM,Date/time/period,C,5,010,COMPOSITE,C507,DATE/TIME/PERIOD,M,,,,
QTY.C186,QTY::C186 QUANTITY DETAILS,Composite used in segment QTY (Quantity).,SI,1,,,,,/EDIFACT/INVOIC/DETAIL/SG39/QTY/C186,DETAIL,SG39,1520,QTY,Quantity,M,1,010,COMPOSITE,C186,QUANTITY DETAILS,M,,,,
RNG.6167,Range type qualifier,RANGE TYPE QUALIFIER (in segment RNG Range details).,SI,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG39/RNG/6167,DETAIL,SG39,1530,RNG,Range details,C,1,010,ELEMENT,6167,RANGE TYPE QUALIFIER,M,an..3,an..3,Range type qualifier,
RNG.C280,RNG::C280 RANGE,Composite used in segment RNG (Range details).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG39/RNG/C280,DETAIL,SG39,1530,RNG,Range details,C,1,020,COMPOSITE,C280,RANGE,C,,,,
PCD.C501,PCD::C501 PERCENTAGE DETAILS,Composite used in segment PCD (Percentage details).,SI,1,,,,,/EDIFACT/INVOIC/DETAIL/SG40/PCD/C501,DETAIL,SG40,1550,PCD,Percentage details,M,1,010,COMPOSITE,C501,PERCENTAGE DETAILS,M,,,,
RNG.6167,Range type qualifier,RANGE TYPE QUALIFIER (in segment RNG Range details).,SI,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG40/RNG/6167,DETAIL,SG40,1560,RNG,Range details,C,1,010,ELEMENT,6167,RANGE TYPE QUALIFIER,M,an..3,an..3,Range type qualifier,
RNG.C280,RNG::C280 RANGE,Composite used in segment RNG (Range details).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG40/RNG/C280,DETAIL,SG40,1560,RNG,Range details,C,1,020,COMPOSITE,C280,RANGE,C,,,,
MOA.C516,MOA::C516 MONETARY AMOUNT,Composite used in segment MOA (Monetary amount).,SI,1,,,,,/EDIFACT/INVOIC/DETAIL/SG41/MOA/C516,DETAIL,SG41,1580,MOA,Monetary amount,M,1,010,COMPOSITE,C516,MONETARY AMOUNT,M,,,,
RNG.6167,Range type qualifier,RANGE TYPE QUALIFIER (in segment RNG Range details).,SI,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG41/RNG/6167,DETAIL,SG41,1590,RNG,Range details,C,1,010,ELEMENT,6167,RANGE TYPE QUALIFIER,M,an..3,an..3,Range type qualifier,
RNG.C280,RNG::C280 RANGE,Composite used in segment RNG (Range details).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG41/RNG/C280,DETAIL,SG41,1590,RNG,Range details,C,1,020,COMPOSITE,C280,RANGE,C,,,,
RTE.C128,RTE::C128 RATE DETAILS,Composite used in segment RTE (Rate details).,SI,1,,,,,/EDIFACT/INVOIC/DETAIL/SG42/RTE/C128,DETAIL,SG42,1610,RTE,Rate details,M,1,010,COMPOSITE,C128,RATE DETAILS,M,,,,
RNG.6167,Range type qualifier,RANGE TYPE QUALIFIER (in segment RNG Range details).,SI,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG42/RNG/6167,DETAIL,SG42,1620,RNG,Range details,C,1,010,ELEMENT,6167,RANGE TYPE QUALIFIER,M,an..3,an..3,Range type qualifier,
RNG.C280,RNG::C280 RANGE,Composite used in segment RNG (Range details).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG42/RNG/C280,DETAIL,SG42,1620,RNG,Range details,C,1,020,COMPOSITE,C280,RANGE,C,,,,
TAX.5283,Duty/tax/fee function qualifier,DUTY/TAX/FEE FUNCTION QUALIFIER (in segment TAX Duty/tax/fee details).,SI,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG43/TAX/5283,DETAIL,SG43,1640,TAX,Duty/tax/fee details,M,1,010,ELEMENT,5283,DUTY/TAX/FEE FUNCTION QUALIFIER,M,an..3,an..3,Duty/tax/fee function qualifier,
TAX.C241,TAX::C241 DUTY/TAX/FEE TYPE,Composite used in segment TAX (Duty/tax/fee details).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG43/TAX/C241,DETAIL,SG43,1640,TAX,Duty/tax/fee details,M,1,020,COMPOSITE,C241,DUTY/TAX/FEE TYPE,C,,,,
TAX.C533,TAX::C533 DUTY/TAX/FEE ACCOUNT DETAIL,Composite used in segment TAX (Duty/tax/fee details).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG43/TAX/C533,DETAIL,SG43,1640,TAX,Duty/tax/fee details,M,1,030,COMPOSITE,C533,DUTY/TAX/FEE ACCOUNT DETAIL,C,,,,
TAX.5286,Duty/tax/fee assessment basis,DUTY/TAX/FEE ASSESSMENT BASIS (in segment TAX Duty/tax/fee details).,NO,1,,,,an..15,/EDIFACT/INVOIC/DETAIL/SG43/TAX/5286,DETAIL,SG43,1640,TAX,Duty/tax/fee details,M,1,040,ELEMENT,5286,DUTY/TAX/FEE ASSESSMENT BASIS,C,an..15,an..15,Duty/tax/fee assessment basis,
TAX.C243,TAX::C243 DUTY/TAX/FEE DETAIL,Composite used in segment TAX (Duty/tax/fee details).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG43/TAX/C243,DETAIL,SG43,1640,TAX,Duty/tax/fee details,M,1,050,COMPOSITE,C243,DUTY/TAX/FEE DETAIL,C,,,,
TAX.5305,"Duty/tax/fee category, coded","DUTY/TAX/FEE CATEGORY, CODED (in segment TAX Duty/tax/fee details).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG43/TAX/5305,DETAIL,SG43,1640,TAX,Duty/tax/fee details,M,1,060,ELEMENT,5305,"DUTY/TAX/FEE CATEGORY, CODED",C,an..3,an..3,"Duty/tax/fee category, coded",
TAX.3446,Party tax identification number,PARTY TAX IDENTIFICATION NUMBER (in segment TAX Duty/tax/fee details).,NO,1,,,,an..20,/EDIFACT/INVOIC/DETAIL/SG43/TAX/3446,DETAIL,SG43,1640,TAX,Duty/tax/fee details,M,1,070,ELEMENT,3446,PARTY TAX IDENTIFICATION NUMBER,C,an..20,an..20,Party tax identification number,
MOA.C516,MOA::C516 MONETARY AMOUNT,Composite used in segment MOA (Monetary amount).,SI,1,,,,,/EDIFACT/INVOIC/DETAIL/SG43/MOA/C516,DETAIL,SG43,1650,MOA,Monetary amount,C,1,010,COMPOSITE,C516,MONETARY AMOUNT,M,,,,
TDT.8051,Transport stage qualifier,TRANSPORT STAGE QUALIFIER (in segment TDT Details of transport).,SI,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG44/TDT/8051,DETAIL,SG44,1670,TDT,Details of transport,M,1,010,ELEMENT,8051,TRANSPORT STAGE QUALIFIER,M,an..3,an..3,Transport stage qualifier,AA=Ground equipment | AB=Chain | AD=Temperature recorder | AE=Body trailer | BL=Blocks | BPN=Box pallet non exchangeable | BPY=Box pallet EUR Y non exchangeable | BR=Barge | BX=Boxcar | CH=Chassis | CN=Container | DPA=Deadlight (panel) | EFP=Exchangeable EUR flat pallet | EYP=Exchangeable EUR Y box pallet | FPN=Flat pallet EUR non exchangeable | FPR=Flat pallet (railway property) non exchangeable | FSU=Forked support | LAR=Lashing rope | LU=Load/unload device on equipment | MPA=Movable panel | PA=Pallet | PBP=Identified private box pallet | PFP=Identified private flat pallet | PL=Platform | PPA=Protecting panel | PST=Portable stove | RF=Flat car | RG=Reefer generator | RGF=Ground facility | RO=Rope | RR=Rail car | SCA=Small container category A | SCB=Small container category B | SCC=Small container category C | SFA=Stiffening ring of frame | SPP=Identified special pallet | STR=Strap | SW=Swap body | TE=Trailer | TP=Tarpaulin | TS=Tackles | TSU=Tarpaulin support | UL=ULD (Unit load device) | BS=Buyer to seller | SB=Seller to buyer | SC=Subcontractor to seller | SD=Seller to drop ship designated location | SF=Seller to freight forwarder | SS=Seller to subcontractor | ZZZ=Mutually defined
TDT.8028,Conveyance reference number,CONVEYANCE REFERENCE NUMBER (in segment TDT Details of transport).,NO,1,,,,an..17,/EDIFACT/INVOIC/DETAIL/SG44/TDT/8028,DETAIL,SG44,1670,TDT,Details of transport,M,1,020,ELEMENT,8028,CONVEYANCE REFERENCE NUMBER,C,an..17,an..17,Conveyance reference number,
TDT.C220,TDT::C220 MODE OF TRANSPORT,Composite used in segment TDT (Details of transport).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG44/TDT/C220,DETAIL,SG44,1670,TDT,Details of transport,M,1,030,COMPOSITE,C220,MODE OF TRANSPORT,C,,,,
TDT.C228,TDT::C228 TRANSPORT MEANS,Composite used in segment TDT (Details of transport).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG44/TDT/C228,DETAIL,SG44,1670,TDT,Details of transport,M,1,040,COMPOSITE,C228,TRANSPORT MEANS,C,,,,
TDT.C040,TDT::C040 CARRIER,Composite used in segment TDT (Details of transport).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG44/TDT/C040,DETAIL,SG44,1670,TDT,Details of transport,M,1,050,COMPOSITE,C040,CARRIER,C,,,,
TDT.8101,"Transit direction, coded","TRANSIT DIRECTION, CODED (in segment TDT Details of transport).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG44/TDT/8101,DETAIL,SG44,1670,TDT,Details of transport,M,1,060,ELEMENT,8101,"TRANSIT DIRECTION, CODED",C,an..3,an..3,"Transit direction, coded",
TDT.C401,TDT::C401 EXCESS TRANSPORTATION INFORMATION,Composite used in segment TDT (Details of transport).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG44/TDT/C401,DETAIL,SG44,1670,TDT,Details of transport,M,1,070,COMPOSITE,C401,EXCESS TRANSPORTATION INFORMATION,C,,,,
TDT.C222,TDT::C222 TRANSPORT IDENTIFICATION,Composite used in segment TDT (Details of transport).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG44/TDT/C222,DETAIL,SG44,1670,TDT,Details of transport,M,1,080,COMPOSITE,C222,TRANSPORT IDENTIFICATION,C,,,,
TDT.8281,"Transport ownership, coded","TRANSPORT OWNERSHIP, CODED (in segment TDT Details of transport).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG44/TDT/8281,DETAIL,SG44,1670,TDT,Details of transport,M,1,090,ELEMENT,8281,"TRANSPORT OWNERSHIP, CODED",C,an..3,an..3,"Transport ownership, coded",
LOC.3227,Place/location qualifier,PLACE/LOCATION QUALIFIER (in segment LOC Place/location identification).,SI,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG45/LOC/3227,DETAIL,SG45,1690,LOC,Place/location identification,M,1,010,ELEMENT,3227,PLACE/LOCATION QUALIFIER,M,an..3,an..3,Place/location qualifier,ZZZ=Mutually defined | DO=Domestic | DR=Domestic with regulatory information required | EA=Economic area | IN=International | IR=International with regulatory information required
LOC.C517,LOC::C517 LOCATION IDENTIFICATION,Composite used in segment LOC (Place/location identification).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG45/LOC/C517,DETAIL,SG45,1690,LOC,Place/location identification,M,1,020,COMPOSITE,C517,LOCATION IDENTIFICATION,C,,,,
LOC.C519,LOC::C519 RELATED LOCATION ONE IDENTIFICATION,Composite used in segment LOC (Place/location identification).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG45/LOC/C519,DETAIL,SG45,1690,LOC,Place/location identification,M,1,030,COMPOSITE,C519,RELATED LOCATION ONE IDENTIFICATION,C,,,,
LOC.C553,LOC::C553 RELATED LOCATION TWO IDENTIFICATION,Composite used in segment LOC (Place/location identification).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG45/LOC/C553,DETAIL,SG45,1690,LOC,Place/location identification,M,1,040,COMPOSITE,C553,RELATED LOCATION TWO IDENTIFICATION,C,,,,
LOC.5479,"Relation, coded","RELATION, CODED (in segment LOC Place/location identification).",NO,1,,,,n..10,/EDIFACT/INVOIC/DETAIL/SG45/LOC/5479,DETAIL,SG45,1690,LOC,Place/location identification,M,1,050,ELEMENT,5479,"RELATION, CODED",C,an..3,n..10,"Relation, coded",
DTM.C507,DTM::C507 DATE/TIME/PERIOD,Composite used in segment DTM (Date/time/period).,SI,5,,,,,/EDIFACT/INVOIC/DETAIL/SG45/DTM/C507,DETAIL,SG45,1700,DTM,Date/time/period,C,5,010,COMPOSITE,C507,DATE/TIME/PERIOD,M,,,,
TOD.4055,"Terms of delivery or transport function, coded","TERMS OF DELIVERY OR TRANSPORT FUNCTION, CODED (in segment TOD Terms of delivery or transport).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG46/TOD/4055,DETAIL,SG46,1720,TOD,Terms of delivery or transport,M,1,010,ELEMENT,4055,"TERMS OF DELIVERY OR TRANSPORT FUNCTION, CODED",C,an..3,an..3,"Terms of delivery or transport function, coded",
TOD.4215,"Transport charges method of payment, coded","TRANSPORT CHARGES METHOD OF PAYMENT, CODED (in segment TOD Terms of delivery or transport).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG46/TOD/4215,DETAIL,SG46,1720,TOD,Terms of delivery or transport,M,1,020,ELEMENT,4215,"TRANSPORT CHARGES METHOD OF PAYMENT, CODED",C,an..3,an..3,"Transport charges method of payment, coded",
